product_id,category,product_name_length,product_description_length,product_photos_qty
d2c277a6bd8e9119fa1a84c70f3eab5d,furniture_decor,40,133,1
e6af694343b45b56304ad91974a110b9,housewares,37,352,1
450c25d98ed6923154a934554475bf13,health_beauty,60,1946,4
63c6e184ddfd2f0879921b9455b21067,computers_accessories,55,184,1
98c2f7da94217786e372e7d85462c354,bed_bath_table,45,238,2
e15cee02291017f6f12b4115ffb417e6,furniture_decor,56,297,2
129b641cde2741761c409b8a44546cf2,furniture_decor,60,1710,2
d8f254be723da6488610b42935533b05,watches_gifts,57,239,4
82d81ab45858ba32dffde40acc8b3062,housewares,38,292,1
12f0e759d76acd32755add1bf8d583ea,sports_leisure,41,1286,1
7088744b00831b410bd17716cb578f39,computers_accessories,51,311,1
fa814ebf85f1640b2acea3c4378d40f9,bed_bath_table,60,284,1
724bdb3b1f6738521676856d7577e451,bed_bath_table,56,210,1
c3f8ee7e05c01c61ab863e336b0f2e5e,computers_accessories,52,381,4
a742e0f6787ec4e2ae3a124d40d82c6c,bed_bath_table,59,223,1
12f066474dfa3c415c169051c5e1967e,telephony,60,749,3
389d119b48cf3043d311335e499d9c6b,garden_tools,59,341,2
5c7236967f55c233f51e36e5126eaf7c,health_beauty,48,2625,1
34dc9ba20762290886d4d94d07a102e3,sports_leisure,31,419,2
26abb7e42cded69ba9b3736643ebeb39,watches_gifts,43,378,2
25e2023ed83352bde98dc1490d14c3d8,toys,30,1024,1
89321f94e35fc6d7903d36f74e351d40,food,59,982,1
dd8af0fcb0e10a6618ebfeaf9a988a34,computers_accessories,57,1209,3
1c4dbd58e9b07007a271122f96bb0add,bed_bath_table,52,627,1
7f72a8900b3d2fc8fa2635b7836d6e6e,toys,38,571,1
c369969688c2dd9946c5dbf694e87904,furniture_decor,44,1224,4
11fd9d7ba552e1d28872e008acf1e050,cool_stuff,31,1194,3
7fb06133a9a56c3d8a2819e9f4d45422,construction_tools_construction,54,433,1
4df79064ddcd595b7c0ca80f9729a67b,stationery,59,206,2
060c17562f97e5bb60bc0dfa4dd5b3f2,computers_accessories,40,675,1
ccb162ed569f47d83f62aebd5700d7ad,air_conditioning,56,671,4
fb8e60e1a3c247d3a2e17f6986e71a40,furniture_decor,58,858,1
216bb0e0cd43ffd832e0973d35e0377e,construction_tools_lights,56,1082,6
b9976e9c22fb1540bd71d1bcd2989475,arts_and_craftmanship,60,1611,7
efa490145b5cc82438b6a6de691535fa,computers_accessories,57,938,2
e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,35,514,2
59f6da6e6ee8c426214d2b9173f2b383,health_beauty,53,1135,4
ebb132e52ceaa1001756409f1dd0750a,housewares,35,250,2
e7cc48a9daff5436f63d3aad9426f28b,telephony,58,1500,4
c477957dd9b5f51032f3631c50630585,bed_bath_table,29,796,1
b114bf337c0626166abe574eee9e3f32,office_furniture,47,1398,1
